iso,adm1,year,tree_cover_loss_ha,co2_emissions_Mg,state
IND,10,2011,112.4449402299414,65475.13063818493,Goa
IND,10,2012,34.698399284307726,19860.980952864174,Goa
IND,10,2013,18.502775113297524,9737.227350787132,Goa
IND,10,2014,24.373877708402777,12864.946349592066,Goa
IND,10,2015,11.524018204896919,6406.531901458501,Goa
IND,10,2016,80.83746874918242,41853.61446176586,Goa
IND,10,2017,60.387163636221246,31693.35600355185,Goa
IND,10,2018,50.43867339806695,27562.056644963417,Goa
IND,10,2019,41.57583064388401,22274.677000842355,Goa
IND,10,2020,59.397426309181846,32572.687226153652,Goa
IND,10,2021,28.351507513702245,15984.290815904373,Goa
IND,10,2022,23.750751901461587,14301.42312074827,Goa
IND,10,2023,78.25261505988173,42678.837493727864,Goa
IND,10,2024,35.1896444555051,21800.374358011464,Goa
IND,10,2025,35.20502959224718,25228.75045168582,Goa
IND,20,2001,953.8535808275848,484916.20205403486,Maharashtra
IND,20,2002,687.9743640482445,326755.21641751105,Maharashtra
IND,20,2003,518.9888871467708,233956.029565837,Maharashtra
IND,20,2004,1546.5252663590463,735084.2838998322,Maharashtra
IND,20,2005,887.4431925791198,435039.92272876087,Maharashtra
IND,20,2006,808.9942411276461,375663.6759749373,Maharashtra
IND,20,2007,842.1684797089995,403400.0742725327,Maharashtra
IND,20,2008,940.4340902447784,450314.32618439826,Maharashtra
IND,20,2009,1599.2610318731445,772275.3753548296,Maharashtra
IND,20,2010,422.87509015240073,204925.80740686983,Maharashtra
IND,20,2011,2021.6534890908276,992063.841398857,Maharashtra
IND,20,2012,1223.1942964755435,582400.0443097873,Maharashtra
IND,20,2013,465.5286468076556,211291.29131012928,Maharashtra
IND,20,2014,827.9524296760384,400178.0883941497,Maharashtra
IND,20,2015,394.87716046687456,192700.1841335592,Maharashtra
IND,20,2016,885.1040762265901,429426.74936231767,Maharashtra
IND,20,2017,803.9079713711799,386823.15437007294,Maharashtra
IND,20,2018,805.63386112169,392749.7535776784,Maharashtra
IND,20,2019,1026.9971691105452,496751.1478893508,Maharashtra
IND,20,2020,676.1473433177218,324671.9308282251,Maharashtra
IND,20,2021,484.8013191797001,246822.0344394069,Maharashtra
IND,20,2022,737.395451368188,355038.9392865673,Maharashtra
IND,20,2023,1497.4160912837324,775249.1513231491,Maharashtra
IND,20,2024,1333.603398535092,664026.14868879,Maharashtra
IND,20,2025,919.8341400607848,484874.4722417521,Maharashtra
